principio_ativo;campo;motivo;fonte
etilefrina 10 mg/ml (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
etilefrina 10 mg/ml (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
etilefrina 10 mg/ml (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
etilefrina 10 mg/ml (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
etomidato 2mg/ml (ampola 10ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
fenobarbital 100mg/ml (ampola 2ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
citrato (fentanila base (frasco-ampola 2ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
citrato (fentanila base (frasco-ampola 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
de hidroxido 20mg/ml (ampola;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
de hidroxido 20mg/ml (ampola;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
filgrastim 300mcg/ml (frasco-ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
fluconazol 200mg (bolsa-100ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
flumazenil (ampola 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
flumazenil (ampola 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
flumazenil (ampola 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
flumazenil (ampola 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
flumazenil (ampola 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
flumazenil (ampola 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
flumazenil (ampola 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
flumazenil (ampola 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
flumazenil (ampola 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
flumazenil (ampola 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
flumazenil (ampola 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ganciclovir 1mg/ml (bolsa 250ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ganciclovir 1 mg/ml (bolsa 100ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
glicerofosfato de sodio 216mg/ml (frasco-ampola - 20ml) 1mmol de fosfato;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
(ampola 10ml) 250mg/ml;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
(ampola 10ml) 250mg/ml;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
(ampola 10ml) 250mg/ml;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
(ampola 10ml) 250mg/ml;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
(ampola 10ml) 250mg/ml;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
(ampola 10ml) 250mg/ml;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
(ampola 10ml) 250mg/ml;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
(ampola 10ml) 250mg/ml;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
(ampola 10ml) 250mg/ml;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
(ampola 10ml) 250mg/ml;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
(ampola 10ml) 250mg/ml;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
